0.290587	1.718425	
0.561335	2.719127	
0.633333	2.996408	
0.930776	4.474704	
0.977769	4.344745	
0.093597	0.904932	
0.661735	2.980176	
0.602773	3.071841	
0.473818	2.485107	
0.356256	2.053334	
0.475578	2.436929	
0.671022	3.075668	
0.959645	4.361518	
0.089084	0.639515	
0.797742	3.663251	
0.590776	3.364541	
0.912197	4.523250	
0.101129	1.118072	
0.293295	1.800791	
0.051588	0.911664	
0.504128	2.634413	
0.768376	3.799853	
0.282985	1.913094	
0.225360	1.237189	
0.331290	1.826961	
0.453251	2.347575	
0.737385	3.378515	
0.509886	2.380706	
0.382514	2.324481	
0.905483	4.295496	
0.965258	4.218876	
0.628267	2.842534	
0.132031	1.153565	
0.618302	2.875439	
0.383020	1.832421	
0.991194	4.455283	
0.286827	1.518362	
0.706191	3.534689	
0.535206	3.142138	
0.193211	0.972654	
0.689435	3.465241	
0.050455	0.826307	
0.184434	1.109225	
0.045658	0.914965	
0.885042	3.902491	
0.839794	3.522728	
0.118155	0.787958	
0.410415	2.297292	
0.120229	1.102976	
0.572093	3.028901	
0.949390	4.435715	
0.256385	1.817612	
0.989865	4.098499	
0.349808	1.878331	
0.208522	1.301449	
0.665827	3.191732	
0.973345	4.646816	
0.622700	2.895514	
0.063538	0.844642	
0.373510	1.651905	
0.166252	1.021935	
0.231278	1.653141	
0.052209	0.400142	
0.901756	4.429994	
0.793292	3.616346	
0.373014	2.137611	
0.832055	3.632963	
0.753835	3.706300	
0.621863	3.027170	
0.394093	2.367185	
0.359278	1.867763	
0.088852	0.748339	
0.341677	1.755492	
0.548671	3.129624	
0.460547	2.316248	
0.645452	2.800007	
0.513521	2.783797	
0.814426	3.802696	
0.097183	0.857558	
0.463714	2.498218	
0.589817	3.076766	
0.187172	1.161253	
0.611330	3.007500	
0.051942	0.685637	
0.575727	2.727288	
0.842345	4.004484	
0.499726	2.683177	
0.439025	2.022072	
0.149057	1.358254	
0.028279	0.682886	
0.756670	3.519472	
0.796106	3.406729	
0.293556	1.662780	
0.115207	0.986915	
0.375092	2.061126	
0.828894	3.768275	
0.841777	4.092325	
0.665238	3.514560	
0.960140	4.629286	
0.943118	4.266362	
0.112699	1.057919	
0.648287	3.214494	
0.480804	2.338856	
0.066521	0.803785	
0.897771	4.013141	
0.497230	2.542672	
0.771303	3.947221	
0.060362	0.744042	
0.262457	1.443678	
0.651069	3.419765	
0.133604	1.249029	
0.638546	2.989103	
0.384943	1.932373	
0.765698	3.884972	
0.652916	3.157937	
0.381489	2.103007	
0.300019	1.809931	
0.340140	1.774747	
0.918927	4.433483	
0.456267	2.835695	
0.442497	1.812423	
0.454186	2.396336	
0.945282	4.510200	
0.219119	1.257309	
0.882403	4.087558	
0.019875	0.653620	
0.341765	1.787109	
0.766027	3.745423	
0.342804	2.154185	
0.618806	3.059871	
0.453021	2.426017	
0.010163	0.471350	
0.599081	3.160023	
0.601568	2.928219	
0.649417	3.225801	
0.342721	2.145835	
0.493299	2.453749	
0.701774	3.308259	
0.887803	4.109322	
0.055058	0.715568	
0.098362	0.679662	
0.649783	3.235612	
0.764071	3.307977	
0.987959	4.430945	
0.125325	0.759621	
0.364477	2.258198	
0.676230	3.261998	
0.375758	2.138823	
0.863458	3.941267	
0.291977	2.025275	
0.133475	0.993104	
0.672651	3.460943	
0.202585	1.580965	
0.868515	3.908942	
0.751157	3.630501	
0.419380	2.242839	
0.000231	0.963922	
0.149464	0.939011	
0.273834	1.318427	
0.872425	4.091870	
0.601251	2.751083	
0.321188	1.706924	
0.284293	1.743459	
0.435316	2.021653	
0.903759	4.369377	
0.925106	4.324704	
0.505292	2.845652	
0.627582	2.987957	
0.719264	3.599661	
0.023913	0.411869	
0.574933	2.887897	
0.046534	0.950822	
0.422531	2.100483	
0.467734	2.428411	
0.022628	0.957448	
0.065074	0.643395	
0.923956	4.013748	
0.534143	2.863294	
0.366796	2.002488	
0.363946	1.775649	
0.151374	0.966753	
0.149609	1.207688	
0.350802	1.992185	
0.335966	1.813549	
0.784028	3.721923	
0.486739	2.599843	
0.464798	2.252998	
0.131253	1.001058	
0.886391	3.940435	
0.674557	3.506208	
0.835160	3.624900	
0.656488	3.488772	
0.983917	4.361714	
0.979790	4.458753	
0.250153	1.732120	
0.624571	3.185839	
0.728242	3.384691	
0.498170	2.710397	
0.849828	3.703368	
0.190918	1.579968	
0.124144	1.268664	
0.002790	0.554864	
0.152953	1.232590	
0.534161	2.872545	
0.510634	2.516987	
0.385216	2.189945	
0.310596	1.919826	
0.003555	0.628612	
0.815242	3.516863	
0.638418	3.026541	
0.448339	1.938109	
0.244086	1.439741	
0.803385	3.595569	
0.823971	3.816675	
0.852191	4.024244	
0.467252	2.575010	
0.970699	4.394163	
0.841244	3.913005	
0.078548	1.056849	
0.237599	1.749738	
0.817571	3.853802	
0.405829	2.335566	
0.466312	2.259269	
0.951536	4.663269	
0.965005	4.267467	
0.765285	3.447633	
0.574534	2.945759	
0.915925	4.190634	
0.495432	2.204431	
0.166012	1.419543	
0.325998	1.983032	
0.296436	2.055269	
0.558298	2.832162	
0.067477	0.950904	
0.068978	0.585621	
0.166785	1.579031	
0.947438	4.804045	
0.811088	3.708090	
0.710456	3.242867	
0.970246	4.621004	
0.998427	4.306651	
0.987455	4.520541	
0.150087	1.113383	
0.958479	4.539241	
0.530459	2.268067	
0.074087	0.861034	
0.311821	1.839667	
0.895171	3.766464	
0.834768	3.847305	
0.002349	0.675230	
0.640210	2.845685	
0.803183	3.692722	
0.245131	1.559893	
0.064122	0.691972	
0.263148	1.907229	
0.102720	1.104769	
0.483719	2.359124	
0.418884	2.281862	
0.381289	2.290919	
0.886765	4.136704	
0.420558	2.333615	
0.283848	1.804020	
0.048181	0.880554	
0.219166	1.152115	
0.239176	1.361345	
0.029258	0.586456	
0.702311	3.029758	
0.007636	0.290165	
0.610921	3.055212	
0.408090	2.244140	
0.248947	1.720706	
0.652460	3.222958	
0.320277	1.667752	
0.103672	0.951544	
0.535565	2.538957	
0.164870	1.372913	
0.883439	3.771565	
0.666457	3.377717	
0.847742	4.030589	
0.762661	3.745263	
0.807014	3.652331	
0.632952	3.111236	
0.710427	3.373502	
0.688664	2.992484	
0.320948	1.920748	
0.531648	2.755113	
0.873194	3.884155	
0.054540	1.006165	
0.500401	2.188579	
0.432763	2.188854	
0.904282	4.078964	
0.630183	2.917990	
0.983036	4.339356	
0.585200	2.977411	
0.840637	3.727787	
0.468814	2.429031	
0.545222	2.635865	
0.179104	1.230744	
0.634462	3.464317	
0.962959	4.283464	
